case_id	case_version	parent_test_id	ledger_entry	requirement	classification	applicability	oracle_id	oracle_version	oracle_type	oracle	evidence_requirement	pass_fail_rule	certification_impact	dependencies
ERROR-001-P0514	1.0.0	ERROR-001	0514	Failure does not generally validate DMA contents	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0514	1.0.0	permitted variation	Do not consume DMA data after failed file operations unless the specific function contract establishes it.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	healthy corresponding interface/storage test; restored fault fixture
APP-004-P0515	1.0.0	APP-004	0515	FCB state after precondition or operation failure	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0515	1.0.0	permitted variation	Do not require byte-for-byte FCB preservation after failed operations.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	all narrow tests for mapped ledger areas; named software/profile fixture
ERROR-001-P0516	1.0.0	ERROR-001	0516	Directory-full and allocation-full are distinct	REQUIRED	generic CP/M 2.2 baseline	OR-0516	1.0.0	positive predicate	Test directory exhaustion and allocation exhaustion independently.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
BDOS-STATE-001-P0517	1.0.0	BDOS-STATE-001	0517	Malformed FCB behavior is outside the portable contract	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0517	1.0.0	permitted variation	Require documented behavior only for valid FCBs and documented preconditions.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0518	1.0.0	BDOS-STATE-001	0518	BDOS system state components	REQUIRED	generic CP/M 2.2 baseline	OR-0518	1.0.0	positive predicate	Change and query each state component independently.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0519	1.0.0	BDOS-STATE-001	0519	BIOS-owned selected-drive resources	REQUIRED	generic CP/M 2.2 baseline	OR-0519	1.0.0	positive predicate	Select drives and verify BDOS exposes the corresponding BIOS resources without requiring a particular address.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0520	1.0.0	BDOS-STATE-001	0520	Function 26 persistence boundary	REQUIRED	generic CP/M 2.2 baseline	OR-0520	1.0.0	positive predicate	Interpose nonresetting BDOS calls before a transfer, then test each documented reset boundary.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0521	1.0.0	BDOS-STATE-001	0521	System-state independence	REQUIRED	generic CP/M 2.2 baseline	OR-0521	1.0.0	positive predicate	Alter each component and query the others.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0522	1.0.0	BDOS-STATE-001	0522	ALV and DPB pointer lifetime	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0522	1.0.0	permitted variation	Applications re-query after state transitions; conformance does not compare DRI numeric addresses.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0523	1.0.0	BDOS-STATE-001	0523	Function 37 state-effect profile scope	OPTIONAL	the Undocumented Function-37 compatibility profile. Generic BetterCP/M CP/M 2.2 compatibility does not require this feature	OR-0523	1.0.0	optional-feature isolation	Selecting 0435 activates 0523's inactive/current/multiple/read-only vector tests.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The case is NOT APPLICABLE unless the optional feature is claimed; when claimed, its declared behavior must be verified without changing baseline semantics.	Does not affect baseline certification; a FAIL defeats only the optional claim.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0524	1.0.0	BDOS-STATE-001	0524	CP/M 2.2 Function 39 has no Get-BIOS contract	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0524	1.0.0	anti-requirement	Do not require a Get-BIOS pointer from selector 39.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BDOS-CALL-001-P0525	1.0.0	BDOS-CALL-001	0525	CP/M 2.2 selectors 40 and 41	REQUIRED	generic CP/M 2.2 baseline	OR-0525	1.0.0	positive predicate	Test Function 40 as random write; require no Function-41 extension for CP/M 2.2 conformance.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	profile manifest; restored fixture
BDOS-CALL-001-P0526	1.0.0	BDOS-CALL-001	0526	Common BDOS gateway and invocation	REQUIRED	generic CP/M 2.2 baseline	OR-0526	1.0.0	positive predicate	Relocate the BDOS target while preserving the 0005h gateway.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	profile manifest; restored fixture
BDOS-CALL-001-P0527	1.0.0	BDOS-CALL-001	0527	Common selector and parameter carriers	REQUIRED	generic CP/M 2.2 baseline	OR-0527	1.0.0	positive predicate	Exercise pointer, word, byte, and unused DE/E cases.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	profile manifest; restored fixture
BDOS-CALL-001-P0528	1.0.0	BDOS-CALL-001	0528	Common result and alias convention	REQUIRED	generic CP/M 2.2 baseline	OR-0528	1.0.0	positive predicate	Check primary and alias registers for success, error, void, and out-of-range returns.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	profile manifest; restored fixture
BDOS-CALL-001-P0529	1.0.0	BDOS-CALL-001	0529	Strict CP/M 2.2 unsupported selectors	REQUIRED	generic CP/M 2.2 baseline	OR-0529	1.0.0	positive predicate	Test 41, 42, 7Fh, 80h, and FFh in strict mode.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	profile manifest; restored fixture
BDOS-CALL-001-P0530	1.0.0	BDOS-CALL-001	0530	General register preservation	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0530	1.0.0	permitted variation	Applications reload needed inputs and tests accept arbitrary undocumented residual register state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	profile manifest; restored fixture
