ledger_entry	case_id	case_version	oracle_id	oracle_version	parent_test_id	executable	module_case	requirement	classification	applicability	rc1_dependencies	selected_profile_ids	safety_class	required_fixture	implementation_status	proposed_reuse
0541	BDOS-FILE-003-P0541	1.0.0	OR-0541	1.0.0	BDOS-FILE-003	DIRTEST.COM	DIR-055	Post-RET reconstruction boundary	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0542	BDOS-FILE-003-P0542	1.0.0	OR-0542	1.0.0	BDOS-FILE-003	DIRTEST.COM	DIR-056	Enumeration returns directory entries, not unique filenames	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0543	BDOS-FILE-003-P0543	1.0.0	OR-0543	1.0.0	BDOS-FILE-003	DIRTEST.COM	DIR-057	Matching extents remain separately visible	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0544	BDOS-FILE-003-P0544	1.0.0	OR-0544	1.0.0	BDOS-FILE-003	DIRTEST.COM	DIR-058	Application-built FCB case is not folded	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0545	BDOS-FILE-003-P0545	1.0.0	OR-0545	1.0.0	BDOS-FILE-003	DIRTEST.COM	DIR-059	Search FCB lifetime	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0546	BDOS-FILE-003-P0546	1.0.0	OR-0546	1.0.0	BDOS-FILE-003	DIRTEST.COM	DIR-060	Harmless state-query calls need not end enumeration	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0547	BDOS-FILE-003-P0547	1.0.0	OR-0547	1.0.0	BDOS-FILE-003	DIRTEST.COM	DIR-061	Search context does not survive program lifecycle reset	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0548	BDOS-FILE-003-P0548	1.0.0	OR-0548	1.0.0	BDOS-FILE-003	DIRTEST.COM	DIR-062	Physical enumeration order is not a sort contract	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0549	BDOS-FILE-003-P0549	1.0.0	OR-0549	1.0.0	BDOS-FILE-003	DIRTEST.COM	DIR-063	Invalid-drive search need not return a result code	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0550	BDOS-FILE-011-P0550	1.0.0	OR-0550	1.0.0	BDOS-FILE-011	RANDTEST.COM	FIL-135	Special drive-question search exposes complete directory values	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0551	BDOS-FILE-011-P0551	1.0.0	OR-0551	1.0.0	BDOS-FILE-011	RANDTEST.COM	FIL-136	Make-to-open lifecycle equivalence	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0552	BDOS-FILE-011-P0552	1.0.0	OR-0552	1.0.0	BDOS-FILE-011	RANDTEST.COM	FIL-137	Working FCB may lead directory metadata	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0553	BDOS-FILE-011-P0553	1.0.0	OR-0553	1.0.0	BDOS-FILE-011	RANDTEST.COM	FIL-138	Successful Close establishes reopened consistency	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0554	BDOS-FILE-011-P0554	1.0.0	OR-0554	1.0.0	BDOS-FILE-011	RANDTEST.COM	FIL-139	Reopen reconstructs behavior, not FCB byte identity	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0555	BDOS-FILE-011-P0555	1.0.0	OR-0555	1.0.0	BDOS-FILE-011	RANDTEST.COM	FIL-140	Extents form one logical record stream	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0556	BDOS-FILE-011-P0556	1.0.0	OR-0556	1.0.0	BDOS-FILE-011	RANDTEST.COM	FIL-141	Completed extent survives later extension failure	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0557	BDOS-FILE-011-P0557	1.0.0	OR-0557	1.0.0	BDOS-FILE-011	RANDTEST.COM	FIL-142	Failed growth does not claim a new record	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0558	BDOS-FILE-010-P0558	1.0.0	OR-0558	1.0.0	BDOS-FILE-010	DISKTEST.COM	DIS-020	Allocation order is outside lifecycle compatibility	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0559	BDOS-FILE-010-P0559	1.0.0	OR-0559	1.0.0	BDOS-FILE-010	DIRTEST.COM	DIR-064	User area participates in ordinary file identity	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0560	BDOS-FILE-010-P0560	1.0.0	OR-0560	1.0.0	BDOS-FILE-010	DIRTEST.COM	DIR-065	Function 32 user-state contract	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0561	BDOS-FILE-010-P0561	1.0.0	OR-0561	1.0.0	BDOS-FILE-010	DIRTEST.COM	DIR-066	FCB does not carry ordinary user identity	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0562	BDOS-FILE-010-P0562	1.0.0	OR-0562	1.0.0	BDOS-FILE-010	DIRTEST.COM	DIR-067	Ordinary lookup has no cross-user fallback	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0563	BDOS-FILE-010-P0563	1.0.0	OR-0563	1.0.0	BDOS-FILE-010	DIRTEST.COM	DIR-068	Make records current-user ownership	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0564	BDOS-FILE-010-P0564	1.0.0	OR-0564	1.0.0	BDOS-FILE-010	DIRTEST.COM	DIR-069	Delete and Rename are current-user scoped	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0565	BDOS-FILE-010-P0565	1.0.0	OR-0565	1.0.0	BDOS-FILE-010	DIRTEST.COM	DIR-070	User change invalidates retained namespace assumptions	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0566	BDOS-FILE-010-P0566	1.0.0	OR-0566	1.0.0	BDOS-FILE-010	DIRTEST.COM	DIR-071	Complete-directory search is not public lookup	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0567	BDOS-FILE-010-P0567	1.0.0	OR-0567	1.0.0	BDOS-FILE-010	DIRTEST.COM	DIR-072	CCP USER and BDOS user state are shared	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0568	CCP-004-P0568	1.0.0	OR-0568	1.0.0	CCP-004	CCPTEST.COM	CCP-052	User areas are not a security contract	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0569	UTIL-001-P0569	1.0.0	OR-0569	1.0.0	UTIL-001	ECOTEST.COM	ECO-003	Resident command semantic set	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	MANUAL_REVIEW	pinned software corpus and reviewer evidence	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0570	CCP-004-P0570	1.0.0	OR-0570	1.0.0	CCP-004	CCPTEST.COM	CCP-053	DIR search and visibility	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0571	UTIL-001-P0571	1.0.0	OR-0571	1.0.0	UTIL-001	ECOTEST.COM	ECO-004	DIR ordering and exact layout	NOT GUARANTEED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	MANUAL_REVIEW	pinned software corpus and reviewer evidence	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0572	CCP-004-P0572	1.0.0	OR-0572	1.0.0	CCP-004	CCPTEST.COM	CCP-054	ERA wildcard confirmation boundary	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0573	UTIL-001-P0573	1.0.0	OR-0573	1.0.0	UTIL-001	ECOTEST.COM	ECO-005	ERA read-only attribute is not protection	NOT GUARANTEED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0574	CCP-004-P0574	1.0.0	OR-0574	1.0.0	CCP-004	CCPTEST.COM	CCP-055	REN resident syntax and validation	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0575	UTIL-001-P0575	1.0.0	OR-0575	1.0.0	UTIL-001	ECOTEST.COM	ECO-006	SAVE page mapping	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	MANUAL_REVIEW	pinned software corpus and reviewer evidence	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0576	CCP-004-P0576	1.0.0	OR-0576	1.0.0	CCP-004	CCPTEST.COM	CCP-056	SAVE destructive replacement	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0577	UTIL-001-P0577	1.0.0	OR-0577	1.0.0	UTIL-001	ECOTEST.COM	ECO-007	TYPE byte-stream contract	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	MANUAL_REVIEW	pinned software corpus and reviewer evidence	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0578	CCP-004-P0578	1.0.0	OR-0578	1.0.0	CCP-004	CCPTEST.COM	CCP-057	CCP USER accepted range	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0579	UTIL-001-P0579	1.0.0	OR-0579	1.0.0	UTIL-001	ECOTEST.COM	ECO-008	Ordinary resident-command recovery	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0580	ERROR-002-P0580	1.0.0	OR-0580	1.0.0	ERROR-002	ERRTEST.COM	ERR-035	Exact resident output presentation	PROFILE REQUIRED	the DRI resident-presentation profile	healthy corresponding interface/storage test; restored fault fixture	DRI-RES-PRES	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0581	ERROR-003-P0581	1.0.0	OR-0581	1.0.0	ERROR-003	ERRTEST.COM	ERR-036	Physical failure suspends the BDOS caller	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0582	ERROR-004-P0582	1.0.0	OR-0582	1.0.0	ERROR-004	ERRTEST.COM	ERR-037	Logical failures return without physical-error intervention	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0583	ERROR-002-P0583	1.0.0	OR-0583	1.0.0	ERROR-002	ERRTEST.COM	ERR-038	Ignored directory-search result is not validation	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0584	ERROR-003-P0584	1.0.0	OR-0584	1.0.0	ERROR-003	ERRTEST.COM	ERR-039	Ignored directory-update result is not persistence	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0585	ERROR-004-P0585	1.0.0	OR-0585	1.0.0	ERROR-004	ERRTEST.COM	ERR-040	Post-ignore affected state is not a continuation contract	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0586	ERROR-002-P0586	1.0.0	OR-0586	1.0.0	ERROR-002	ERRTEST.COM	ERR-041	Physical-error abort abandons the interrupted caller	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0587	ERROR-003-P0587	1.0.0	OR-0587	1.0.0	ERROR-003	ERRTEST.COM	ERR-042	Abort recovery establishes a usable command environment	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0588	MEM-002-P0588	1.0.0	OR-0588	1.0.0	MEM-002	ENTRYTST.COM	ENT-029	Exact recovery internals are not part of the contract	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0589	MEM-002-P0589	1.0.0	OR-0589	1.0.0	MEM-002	ENTRYTST.COM	ENT-030	Loader ceiling and overlay TPA are distinct	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0590	MEM-002-P0590	1.0.0	OR-0590	1.0.0	MEM-002	ENTRYTST.COM	ENT-031	CCP overlay invalidates ordinary RET assumptions	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0591	MEM-002-P0591	1.0.0	OR-0591	1.0.0	MEM-002	ENTRYTST.COM	ENT-032	System ownership is an application obligation	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0592	MEM-002-P0592	1.0.0	OR-0592	1.0.0	MEM-002	ENTRYTST.COM	ENT-033	Entry-stack storage may occupy overlayable memory	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0593	MEM-004-P0593	1.0.0	OR-0593	1.0.0	MEM-004	ENTRYTST.COM	ENT-034	Cold BOOT public postcondition	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0594	MEM-002-P0594	1.0.0	OR-0594	1.0.0	MEM-002	ENTRYTST.COM	ENT-035	Cold BOOT does not promise blanket memory clearing	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0595	MEM-004-P0595	1.0.0	OR-0595	1.0.0	MEM-004	ENTRYTST.COM	ENT-036	WBOOT command-environment reconstruction	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0596	MEM-002-P0596	1.0.0	OR-0596	1.0.0	MEM-002	ENTRYTST.COM	ENT-037	Residual state across WBOOT	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0597	MEM-004-P0597	1.0.0	OR-0597	1.0.0	MEM-004	ENTRYTST.COM	ENT-038	Console-pending state across WBOOT	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0598	MEM-002-P0598	1.0.0	OR-0598	1.0.0	MEM-002	ENTRYTST.COM	ENT-039	BIOS vector is a public runtime ABI	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0599	MEM-004-P0599	1.0.0	OR-0599	1.0.0	MEM-004	ENTRYTST.COM	ENT-040	DPH structures are compatibility-visible	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0600	MEM-002-P0600	1.0.0	OR-0600	1.0.0	MEM-002	ENTRYTST.COM	ENT-041	Direct BIOS calls expose raw device behavior	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0601	MEM-004-P0601	1.0.0	OR-0601	1.0.0	MEM-004	ENTRYTST.COM	ENT-042	BIOS implementation details remain profile-specific	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0602	MEM-002-P0602	1.0.0	OR-0602	1.0.0	MEM-002	ENTRYTST.COM	ENT-043	Function 40 selector and input	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0603	MEM-004-P0603	1.0.0	OR-0603	1.0.0	MEM-004	ENTRYTST.COM	ENT-044	Function 40 allocation-block zero fill	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0604	MEM-002-P0604	1.0.0	OR-0604	1.0.0	MEM-002	ENTRYTST.COM	ENT-045	Function 40 is not universal sparse-hole materialization	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0605	MEM-004-P0605	1.0.0	OR-0605	1.0.0	MEM-004	ENTRYTST.COM	ENT-046	Function 40 result family	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0606	MEM-002-P0606	1.0.0	OR-0606	1.0.0	MEM-002	ENTRYTST.COM	ENT-047	BIOS character services are raw device interfaces	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0607	MEM-004-P0607	1.0.0	OR-0607	1.0.0	MEM-004	ENTRYTST.COM	ENT-048	Character devices remain distinct runtime paths	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0608	MEM-002-P0608	1.0.0	OR-0608	1.0.0	MEM-002	ENTRYTST.COM	ENT-049	IOBYTE reassignment is runtime visible	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0609	MEM-004-P0609	1.0.0	OR-0609	1.0.0	MEM-004	ENTRYTST.COM	ENT-050	IOBYTE access coherence	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0610	MEM-005-P0610	1.0.0	OR-0610	1.0.0	MEM-005	ENTRYTST.COM	ENT-051	Field-preserving assignment changes	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
