entry	compatibility_requirement	evidence_source	personality_responsibility	validation_method	classification	delegation_boundary
0554	Reopen reconstructs behavior, not FCB byte identity	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0555	Extents form one logical record stream	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0556	Completed extent survives later extension failure	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0557	Failed growth does not claim a new record	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0558	Allocation order is outside lifecycle compatibility	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Excluded from CP/M personality contract	BDOS-FILE-010	NOT REQUIRED	No personality or provider structure constrained
0559	User area participates in ordinary file identity	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-010	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0560	Function 32 user-state contract	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-010	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0561	FCB does not carry ordinary user identity	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-010	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0562	Ordinary lookup has no cross-user fallback	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-010	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0563	Make records current-user ownership	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-010	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0564	Delete and Rename are current-user scoped	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-010	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0565	User change invalidates retained namespace assumptions	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Personality non-guarantee: do not publish one stable result	BDOS-FILE-010	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0566	Complete-directory search is not public lookup	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-010	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0567	CCP USER and BDOS user state are shared	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-010	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0568	User areas are not a security contract	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Excluded from CP/M personality contract	CCP-004,UTIL-001	NOT REQUIRED	No personality or provider structure constrained
0569	Resident command semantic set	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Expose required CP/M command-environment behavior	CCP-004,UTIL-001	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0570	DIR search and visibility	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Expose required CP/M command-environment behavior	CCP-004,UTIL-001	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0571	DIR ordering and exact layout	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Personality non-guarantee: do not publish one stable result	CCP-004,UTIL-001	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0572	ERA wildcard confirmation boundary	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Expose required CP/M command-environment behavior	CCP-004,UTIL-001	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0573	ERA read-only attribute is not protection	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Personality non-guarantee: do not publish one stable result	CCP-004,UTIL-001	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0574	REN resident syntax and validation	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Expose required CP/M command-environment behavior	CCP-004,UTIL-001	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0575	SAVE page mapping	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Expose required CP/M command-environment behavior	CCP-004,UTIL-001	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0576	SAVE destructive replacement	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Personality non-guarantee: do not publish one stable result	CCP-004,UTIL-001	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0577	TYPE byte-stream contract	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Expose required CP/M command-environment behavior	CCP-004,UTIL-001	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0578	CCP USER accepted range	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Expose required CP/M command-environment behavior	CCP-004,UTIL-001	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0579	Ordinary resident-command recovery	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	Expose required CP/M command-environment behavior	CCP-004,UTIL-001	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0580	Exact resident output presentation	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Profile-gated CP/M-visible obligation if selected	ERROR-002,ERROR-003,ERROR-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0581	Physical failure suspends the BDOS caller	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0582	Logical failures return without physical-error intervention	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0583	Ignored directory-search result is not validation	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Personality non-guarantee: do not publish one stable result	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0584	Ignored directory-update result is not persistence	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Personality non-guarantee: do not publish one stable result	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0585	Post-ignore affected state is not a continuation contract	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Personality non-guarantee: do not publish one stable result	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0586	Physical-error abort abandons the interrupted caller	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0587	Abort recovery establishes a usable command environment	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0588	Exact recovery internals are not part of the contract	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Excluded from CP/M personality contract	MEM-002,MEM-004,MEM-005	NOT REQUIRED	No personality or provider structure constrained
0589	Loader ceiling and overlay TPA are distinct	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Expose required CP/M CPU/memory/entry/lifecycle view	MEM-002,MEM-004,MEM-005	REQUIRED	Execution and memory backing may be delegated without changing visible address/state semantics
0590	CCP overlay invalidates ordinary RET assumptions	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Expose required CP/M CPU/memory/entry/lifecycle view	MEM-002,MEM-004,MEM-005	REQUIRED	Execution and memory backing may be delegated without changing visible address/state semantics
0591	System ownership is an application obligation	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Personality non-guarantee: do not publish one stable result	MEM-002,MEM-004,MEM-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0592	Entry-stack storage may occupy overlayable memory	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Personality non-guarantee: do not publish one stable result	MEM-002,MEM-004,MEM-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0593	Cold BOOT public postcondition	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Expose required CP/M CPU/memory/entry/lifecycle view	MEM-002,MEM-004,MEM-005	REQUIRED	Execution and memory backing may be delegated without changing visible address/state semantics
0594	Cold BOOT does not promise blanket memory clearing	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Personality non-guarantee: do not publish one stable result	MEM-002,MEM-004,MEM-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0595	WBOOT command-environment reconstruction	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Expose required CP/M CPU/memory/entry/lifecycle view	MEM-002,MEM-004,MEM-005	REQUIRED	Execution and memory backing may be delegated without changing visible address/state semantics
0596	Residual state across WBOOT	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Personality non-guarantee: do not publish one stable result	MEM-002,MEM-004,MEM-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0597	Console-pending state across WBOOT	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Personality non-guarantee: do not publish one stable result	MEM-002,MEM-004,MEM-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0598	BIOS vector is a public runtime ABI	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Expose required CP/M CPU/memory/entry/lifecycle view	MEM-002,MEM-004,MEM-005	REQUIRED	Execution and memory backing may be delegated without changing visible address/state semantics
0599	DPH structures are compatibility-visible	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Expose required CP/M CPU/memory/entry/lifecycle view	MEM-002,MEM-004,MEM-005	REQUIRED	Execution and memory backing may be delegated without changing visible address/state semantics
0600	Direct BIOS calls expose raw device behavior	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Expose required CP/M CPU/memory/entry/lifecycle view	MEM-002,MEM-004,MEM-005	REQUIRED	Execution and memory backing may be delegated without changing visible address/state semantics
0601	BIOS implementation details remain profile-specific	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Personality non-guarantee: do not publish one stable result	MEM-002,MEM-004,MEM-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0602	Function 40 selector and input	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Expose required CP/M CPU/memory/entry/lifecycle view	MEM-002,MEM-004,MEM-005	REQUIRED	Execution and memory backing may be delegated without changing visible address/state semantics
0603	Function 40 allocation-block zero fill	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Expose required CP/M CPU/memory/entry/lifecycle view	MEM-002,MEM-004,MEM-005	REQUIRED	Execution and memory backing may be delegated without changing visible address/state semantics
